gene	CGC	OncoKB	2020Rule	CTAT	Oncogene	TSgene
CDHR5						
TIMM10						
ATP6V0D1						
STRN4						
TMEM176A						
GIPC3						
ZNF497						
DNAJC1						
SYNGR3						
SNX27						
OIP5						
TNIP2						
NBN	TSG	TSG				TSG
KRTAP4-4						
ILF3						
APOBEC4						
SMAD1						
GALNT1						
C7orf25						
GRPR						
TUBGCP6						
OGDHL						
SCNM1						
ZSWIM5						
KRT19						TSG
PPP1CB						
FAM63B						
RAVER2						
C11orf63						
NDUFAB1						
KIAA1755						
KRTAP10-4						
EXOSC9						
ZBED3						
APTX						
TSC22D2						
ARFIP1						
FRAT2						
RHPN1						
OR8K1						
RCN1						
TNFSF4						
TST						
ACBD5						
ACSS3						
MAP1LC3B						
GPR21						
C1orf53						
C5orf28						
RBBP7						TSG
OR6P1						
SMIM12						
FTSJ2						
ITLN2						
CDH23						
RPL3						
GNL3L						
LDB1						
IDH3B						
IL24						
SON						
FAIM						
SLITRK1						
SORCS3						
TIPIN						
TOB2						
DLST						
ADH1C						
TLR9						
ZNF557						
C8orf33						
RFX4						
ACTL7B						
SLC39A4						TSG
TNFRSF18						TSG
ARID1A	ONC/TSG	TSG	TSG	TSG		TSG
DOCK9						
ZMYM5						
INPPL1		TSG		PSSIBLE_TSG	ONC	
NEUROD1						
CMTM1						
C14orf159						
MALL						
ZNF747						
SLC30A3						
EIF4G1						
BSPH1						
MMP15						
CDX4						
LOXL1						
HTR3D						
LRP12						
NUTM2A						
JDP2						TSG
OR4D1						
SNRNP27						
TIGD3						
DEFB126						
MLF2						
DNAH1						
LPPR5						
IL20						
CPSF4L						
RNASEK						
ARMC6						
RBPJL						
MGAT4C						
DLG3						
MAGEB16						
SYNGR4						
NEK10						
JCHAIN						
COX6B2						
PHC3						TSG
SLAIN1						
SCAMP1						
ANKRD20A2						
ARSD						
CHL1					ONC	
MYO5A	ONC					
CAAP1						
MSR1						
TRAPPC11						
CCDC150						
FAM71A						
ITGB1						TSG
CAB39						
OR4K17						
CT55						
TAP2						
FCRL2						
FUOM						
CCL27						
CALCRL						
NRF1						TSG
CMPK2						
FRMPD4						
CFAP53						
TRMT11						
PARD3B						
CCND3	ONC	ONC				
SIX3						
SDHAF1						
SLC18A3						
GOLGA6C						
TUBD1						
CCNG2						
PDLIM1						
KRTAP5-3						
C1GALT1						
SLC36A4						
CXCL1					ONC	
B3GAT1						
COBLL1						
PDE10A						
ZBTB7C						TSG
CHERP						
QPRT						
PRY2						
TAP1						
CD164L2						
FAM136A						
GPSM3						
MAGIX						
CDK17						
DCUN1D3						TSG
NAALADL2						
MYBPC1						
CRB3						
PAIP2						TSG
SLC1A2						
PROM2						
AVL9						
RHBG						
MICALCL						
SLC14A2						
AASDH						
MBIP						
SNRPD3						
CNTN6						
TMEM244						
RPS6KB2		ONC				
THAP3						
STK24						
MAOA						
UNC13B						
KHDRBS3						
NUDT6						
EIF4A2	ONC	ONC				
IDH2	ONC	ONC	ONC	PSSIBLE_ONCOGENE		
RAB31						
PTPN14						
TAGLN2						
NR5A2						
FRMD4A						
UHRF1					ONC	
TMOD2						
NME7						
SFT2D2						
CA14						
KRTAP22-1						
ZNF366						TSG
B3GNT9						
FLVCR1						
MMEL1						
NAT9						
CDCA4						
TCHHL1						
SIGIRR						
ZDHHC18						
NPY5R						
TECRL						
BTN2A1						
TRUB2						
LYZL4						
SNX22						
LETM2						
KRTAP5-10						
CTNNBIP1						TSG
OR5K1						
LRRC36						
FAM234B						
PLEKHA3						
ZKSCAN5						
PUM1						
ZHX1						
CCNJ						
KBTBD3						
KIAA0586						
DAD1						
CLTC	ONC/TSG					
NOG						
RFPL4A						
DEFB121						
LIN7B						
C11orf53						
NLRC3						
UGT3A1						
CHMP1B						
CNKSR2						
PIGM						
RPL27						
TNFRSF11A						
ARG1						TSG
DCLRE1B						
MIGA2						
PGM5						
RPL22	ONC/TSG			PSSIBLE_TSG		
UBL5						
HS3ST4						
AKR1C1						
KDELR2						
HSF2						
C1orf210						
NAT6						
UAP1						
NOS3						
ACTR1B						
NLGN4X						
TMTC4						
LRRC37A						
LAIR2						
GMPS	ONC					
GALNTL5						
NCAM2						
RPS28						
FAM221A						
C1orf158						
ADAMTS7						
IMPACT						
SLN						
FIBIN						
CRYBA1						
RFX7						
SEPT4						TSG
CEACAM16						
APBB2						
ZP3						
EPB41L4A						
PPP3CC						TSG
TAX1BP3						
HOXA3						
C18orf54						
MAP3K5						
SPOP	TSG	TSG	ONC	ONC		TSG
CDK2						TSG
FBXL12						
NUF2		ONC				
CFAP157						
CDAN1						
COMMD2						
HNRNPR						
ARHGDIB						
OR10G8						
HAUS7						
PARP1		TSG				TSG
ABCB7						
CNOT7						
CTDP1						
HARS						
MDFI						
CNDP2						TSG
PLOD1						
CYC1						
SAPCD2						
TCTEX1D4						
DDX23						
KRTAP22-2						
PTPN20						
CBWD2						
FAM109B						
CEP72						
ECE1						
RAB3B						
SCRN2						
FBXO36						
ATRNL1						
CES1						
E2F1					ONC	
KYNU						
CIAPIN1						
KIF6						
FRRS1						
SERF2						
CLEC14A						
KCTD11						
C9orf24						
NLRC5						
ASCC3						
SLC9B2						
EPS15	ONC/TSG					
PRR5						TSG
SERTAD4						
ZNF235						
DMRTB1						
TRMT10B						
PODXL						
ZYX						TSG
OAZ2						
PLEK2						
CLDN14						
EPS8					ONC	
KIAA0753						
POLR2F						
CD47						
NAGPA						
MDH1						
ZNF736						
ALDOA						
OTUB2						
STAC						
CD86						
KCNA3						
NTM						
AP1AR						
GPR156						
RPS13						
RLF						
UBQLN1						
NVL						
P3H1						
DRC7						
HS3ST5						
DYDC2						
SCML4						
SLC16A11						
C10orf62						
GPR112						
MBD3L3						
AKR1C2						
UBQLN4						
SPANXD						
DFNA5						TSG
RNF148						
ZNF224						
MKLN1						
OPN1LW						
SSX1	ONC				ONC	
IRF2BPL						
KLHL10						
CDCA7L						
RP1						
GNL2						
LRRC41						
SCGN						
SLC25A24						
CCDC53						
GPC1						
FAM222A						
C12orf29						
IFI6						
ODF1						
CNNM4						
SRPK1						
SLC25A36						
RIPOR3						
ZNF266						
NHLRC3						
ABHD1						
HIST2H2AA4						
YIPF4						
PXT1						
TULP4						
TC2N						
TMEM150A						
SMOC2						
WBP1						
MAGEF1						
RNF168						
SLC44A2						
OR6K2						
DSTYK						
ARRDC3						
MRPS2						
TSG101						TSG
WDR44						
MMP13						
GCKR						
XAF1						TSG
TSHR	ONC	ONC	ONC			
MAST2						
RAP1GAP						TSG
LAMA5						
ANKRD37						
MRPL2						
PF4						TSG
ARHGEF16						
PPIE						
ATG3						
BCL2L14						
PDSS2						TSG
FREM1						
INTS13						
BSX						
RCAN1						
ADH5						
ART4						
DDX43						
OR52L1						
SMARCAL1						
EVI5L						
RNASEH2C						
HCST						
PHTF1						
TWF2						
PRKCH						
WEE1						
SLF2						
DNAJC21						
MICAL1						
RXRB						
FAM76A						
KRBA1						
RPL7						
TRAPPC9						
RBMX						TSG
IFNA6						
C16orf86						
CABP1						
RSL24D1						
FIP1L1	ONC				ONC	
PLD4						
PTF1A						
SMUG1						
PDE12						
XKRY2						
KLF10						TSG
FEV	ONC				ONC	
RSPRY1						
PLCXD3						
FRMD8						
UBE2N						
MRS2						
DBF4B						
OLFM3						
MRPS18C						
KDM3B						TSG
UNC5C						TSG
CXCR1						
PRDM8					ONC	
RAD50		TSG				
BEND7						
GGA2						
LRFN3						
ZNF645						
BIRC8						
TESPA1						
AGL						
VPS37C						
AGTR2						
GSTM2						
ABCD1						
NPSR1						
GINS4						
HIGD1B						
SLC22A18AS						
FBXO3						
TFAP2B						
OPN1SW						
GNG10						
OR10K1						
C11orf57						
LRRTM1						
FAM127B						
KAAG1						
XKR6						
FAM25G						
BHLHE41						TSG
SLC7A5						
TCEANC						
OR4K5						
AEBP2						
ZNF436						
GPX8						
NLGN4Y						
MZT2B						
PAGE2B						
CTU2						
TMEM207						
DHFRL1						
LRRC42						
NDUFS3						
STAT5B	TSG/ONC	ONC				
AGR2						
MBLAC2						
SLK						
SLC25A4						
FDX1						
USPL1						
BRD7				TSG		TSG
OR14A16						
PSG7						
CYGB					ONC	TSG
ETFA						
CARTPT						
MUC4	ONC				ONC	
GRHL2						
FAM63A						
NR2C1						
TECTB						
C2						
CAMSAP3						
MAGEE1						
GPR35						
TBC1D3G						
CD55						
PTGFR						
RBP4						
DOCK2						
IRF2BP2						
TMEM40						
C11orf45						
CASP1						
LZTR1	TSG	TSG				
RNF144B						
HYOU1						
WHAMM						
LCE2D						
UGT1A4						
ZNF501						
ERVFRD-1						
IL21R	ONC					
ASB14						
MCCC2						
RAD1						
VGF						
OR4S1						
PAK7					ONC	
MOGS						
CLK3						
PHF6	TSG	TSG	TSG			TSG
RFPL4B						
CCDC30						
PRKCE					ONC	TSG
LIM2						
CNTN4						
NELFCD						
ABAT						
CEACAM7						
HES6					ONC	
TM9SF4						
INO80						
PCDHB9						
DEFB130A						
MAGEB10						
SLC36A3						
GPR52						
ZBTB17						
ZNF581						
IDUA						
ZWILCH						
SNAI2						
OLIG3						
ZNF90						
MDM4	ONC	ONC			ONC	
ARPIN						
CNOT2						
TACC2						
AMY2A						
MKKS						
CDADC1						
NDUFAF3						
HPGDS						
DCST2						
RIMBP3B						
HPS3						
KIAA1217						
LMAN2						
FANCI						
CNPY1						
C10orf131						
ARID5A						
CHMP6						
CYP1B1						
HYDIN						
C20orf96						
RNF39						
NCAPG						
ATPAF2						
PIGF						
BPI						
OTOP2						
FAM175A		TSG				
PELI1						
TRIM5						
CENPC						
STRBP						
OLIG2	ONC					
WFIKKN1						
C1QA						
CLCN7						
TAF6						
CNOT9						
CDV3						
MBD6		TSG				
FITM2						
RPE65						
FZD10						
MTCL1						
RAB11B						
BUB1						
MRPL46						
SAMD13						
SNAP29						
PDCD6						
MRPL39						
TWISTNB						
MOB1A						TSG
SULT1E1						
ELL	ONC/TSG				ONC	
SLC22A3						
AKR1B1						TSG
FBLN1						TSG
TMEM115						
DMRTC1						
SETX						
COLEC11						
AREL1						
HEG1						
RBM48						
NOP9						
IFT20						
PGA5						
PLIN3						
SUSD1						
ZDHHC9						
ST8SIA5						
KAT2A						
HOXB9						
USP29						
PCDHB13						
DXO						
LHFPL1						
NONO	ONC					
PVRL3						
WDR41						
CD247						
HOXD13	ONC				ONC	
DEFB105A						
ZNF439						
LRMP						TSG
PTPMT1						
KIFC1						
ABHD16A						
UBN2						
MBOAT2						
PREPL						
WDR75						
GALNT5						
BBS9						
TSNARE1						
SYN3						
SDHAF3						
OR10T2						
ZSCAN20						
ZIC4						
POU2AF1	ONC					
ADAMTSL4						
KCTD15						
NPY2R						
RPA1						TSG
ZNF714						
AFF3	ONC				ONC	
SLC35F2						
OR51F2						
NPTN						
TRAF4						
POU4F3						
IQCH						
PPP6R1						
PDCD1LG2	ONC	ONC				
DSCR4						
OR2W5						
NUMBL						
NIPAL1						
HSF1						
PPIAL4D						
B4GALNT1						
HTR3C						
PRKAR2B						
C8A						
CPO						
FKRP						
SNRNP200						
RLBP1						
ZNF195						
MINDY3						
RNF141						
DENND6A						
CALR3						
KRTAP4-7						
CLUL1						
CHST10						TSG
RNASEH2A						
ADAM2						
TYRP1					ONC	
ZNF829						
TNIP1						
MS4A1						
FAM170B						
ZNF705D						
TFB2M						
KIAA1549L						
FRS2						
HLTF						TSG
RBMY1J						
FBXO22						
ITGAV						TSG
PPP1R15B						
MKL1						
C16orf91						
INSL6						
SEMA5A						
DHX16						
ATP5H						
RB1	TSG	TSG	TSG	TSG		TSG
IPO8						
RNASE13						
ERAP2						
TMEM194A						
CAPN13						
NUBPL						
SPAG9					ONC	
PPIL4						
LCN8						
EGLN1						TSG
LRGUK						
TMEM129						
SYTL3						
BCL9	ONC	ONC			ONC	
ANKZF1						
SH3PXD2B						
MAPK11						
FAM174A						
HSD17B8						
PLEKHA5						
ZNF483						
SULT1A2						
WNT6						
ARSH						
BCL11A	ONC				ONC	
ZBTB20		TSG/ONC				
POU4F2						
CXorf56						
TCTE1						
HBG1						
SYNPR						
ARRB2						
C8orf86						
GAGE12D						
LTA						
ZDHHC20						
FDFT1						
KRTAP10-5						
NYX						
CMTM8						
SMARCAD1						
DUSP21						
AK4						
HELLS						
FAM76B						
SP1						
TBC1D3F						
POLR2L						
C19orf44						
SNX20						
RUBCN						
ASTN2						
RGPD5						
COL1A2						
FBXO5						
RIMKLA						
HTR1E						
CHAC1						
RNF122						
CMIP						
AFAP1L2						TSG
DSE						
KRR1						
RALGPS1						
APBA3						
RAB4B						
YIPF1						
OXT						
SLC35D2						
OR5T3						
SINHCAF						
GPR1						
TFF3						
SLC4A9						
NR2F2						
C1QL3						
GPAA1						
RTL8A						
AKT1	ONC	ONC	ONC	ONC	ONC	TSG
SLC5A11						
C3orf62						
PDZD8						
MAP6D1						
DCAKD						
DLC1						TSG
FBLIM1						
EXPH5						
SAMD15						
HRCT1						
SLC29A2						
ISL1						
OCLN						
OXCT1						
FAAH						
ROMO1						
ZSCAN23						
HAX1					ONC	
CAGE1						
PRDM6					ONC	
PRR7						
GPX1						
FNBP1L						
ACAD10						
PRDX4						
CXCL12						TSG
JRKL						
GOSR1						
MEP1A						
TTBK1						
ECPAS						
AP2A1						
ATG4A						
RNF150						
HEPACAM						TSG
OR2L2						
MT1X						
ZMYM6						
PREX1						
CYB561A3						
IRAK4						
TRIP11	ONC					
LEXM						
CYTH2						
OR2C3						
SPTLC3						
FDXACB1						
PEX11G						
SLC25A42						
FAM84A						
PRSS2						
ICK						
CCL4L2						
DPCD						
TAF4						
SIM2						
TEX2						
KLHL14						
KDM5B					ONC	
UCP1						
UBE2V2						
PTRF						
GPR37						
NUDT15						
ZNF283						
DDX3Y						
PEG3						TSG
DCST1						
UBTD1						
RAB10						
MSC						
AIPL1						
C15orf26						
ITLN1						
EPB41						TSG
ARNT2						
POU5F1	ONC					
USP25						
SNAP91						
NUDT1						
SLC2A10						
USB1						
TOMM40L						
ANP32A						TSG
KCNN3						
RAB4A						
SLC6A4						
KLK8						
SMIM29						
TAB1						
CFP						
OR5A2						
PCED1A						
TEX264						
PCBD1						
GUCD1						
OTUD4						
TBC1D2						
SRY						
OTOS						
PRKAR2A						
PFKFB3						
ZFP69B						
TCEB1						
BLID						
RXYLT1						
CLDN9						
MAML1						
NAA35						
TMPRSS3						
MS4A2						
KRTAP4-8						
PAFAH2						
HNRNPCL1						
NKG7						
LIFR	ONC					TSG
KCNK7						
MRPL4						
CYP27A1						
ASAP2						
EDDM3B						
PUF60						
SNRPN						
RNF8						TSG
P4HB						
BIN2						
SPG7						
SLC13A2						
PLCD4						
MYO1C						
MED28						
NOL7						TSG
ZNF280C						
PPP1R3G						
ARHGAP18						
SOX12						
ACBD7						
JAKMIP3						
TMEM119						
PTGS2						
CORT						
TDRD7						
SPOPL						
POLR3G						
FHOD3						
PC						
ARHGAP39						
PPFIA2						
GPANK1						
FAM81A						
SPI1					ONC	TSG
CGB5						
DHX57						
ADAMTSL1						
PRKAA2						TSG
SIVA1						
NXPE4						
THRAP3	ONC			TSG		
TMEM101						
CLCN2						
PPP2R2B						
CERS3						
ZNF664						
FAM46D						
TSFM						
LOC728392						
SLC48A1						
RCBTB1						
LELP1						
MLEC						
PKP2						
ZNF506						
ATP5S						
SRR						
BBS2						
PSMA3						
SNCA						
TTC8						
S100A8					ONC	
SLC44A5						
SMPDL3A						
TMEM217						
ANKRD20A1						
HEXB						
ZNF844						
PPEF1						
DLGAP1						
MAGEH1						
TLK2						
URI1					ONC	
NBPF3						
PPP1R26						
GAGE5						
GSDMB						
DGKD						
SNAPIN						
GAR1						
PABPC4						
DCBLD2						
PCDHA8						
PCDH7						
ANKRD13C						
MTUS1						TSG
MAMDC4						
KCNJ5	ONC					
SRP19						
PCDHA7						
MYL1						
GRK1						
WDR27						
ITFG2						
TARBP1						
VAV1	ONC	ONC			ONC	
KRT10						
ERGIC3						
COG6						
NDP						
RTL8C						
SMARCC1						TSG
PCP4L1						
PLRG1						
TGFB1					ONC	TSG
ZNF416						
TM9SF1						
OR4F15						
ZEB1	ONC					
DSG3					ONC	
MAP3K20						
FNBP1	ONC					
OR5T2						
UGT2B17						
MCC					ONC	TSG
SPINK1						
DPPA5						
NALCN						
FAM69B						
FCAMR						
C19orf73						
CDC42		ONC				
LAMC1						
ABCC1						
PHF20L1						
GML						
GAGE12C						
AFM						
IL20RB						
CCDC170						
FMO2						
BAIAP2						
QRICH1						
SPTSSB						
DLL1						
LSM5						
PPP2R1A	TSG	TSG	ONC	ONC	ONC	
C9orf84						
OR9Q1						
ZNF441						
UBR2						
SVOPL						
PLK2						TSG
TRAPPC13						
AMY2B						
ALDH3A1						
PAH						
AKT2	ONC	ONC			ONC	
C17orf102						
SCX						
GAGE2C						
ASCC1						
HECTD4						
MSRB3						
ADAM28					ONC	
CHORDC1						
OR6N1						
TRPM2						
CHRNG						
MYH7						
ZNF676						
TMCO5A						
FAM103A1						
TMEM205						
CACNA2D3						TSG
LAP3						
TSSC1						
CSRP2						
CCL28						
ATIC	ONC					
PCSK2						
C1orf204						
LACRT						
CETN2						
C2orf40						TSG
PRR16						
GSN						TSG
GGA3						
SUCNR1						
CDKL3						
NOP53						
OR12D3						
CSF2RA						
IFNE						
GATD3A						
PPIAL4B						
FBXW9						
PRAMEF1						
CLC						
SLC17A2						
TRMT10C						
ADARB2						
REG4						
HBB						
CENPB						
ULBP1						
FBXO17						
LTB		TSG/ONC				
ROR2						TSG
MACC1	ONC				ONC	
ZNRF1						
IDS						
PPP1R1B						TSG
HOXB13		TSG/ONC				TSG
NUP210						
CXCL11						
BCAS2						
OR10J3						
TSPYL6						
VPS35L						
CEP70						
ENPP5						
ABTB2						
TMEM88B						
TRIM47						
KIF19						
SRRM5						
C5orf51						
HIST1H2AM		ONC				
SERHL2						
FCN2						
AQP3						
PKP3						
PLEKHM1						
TSN						
RIC3						
CHSY1						
CTNNA1						
SGTA						
FUT2						
ALKBH6						
CCDC43						
TMOD4						
CCDC47						
GDI1						
RPH3A						
CCL20						
CHFR						TSG
KCTD1						
C2orf82						
CCDC151						
SRRM3						
AQPEP						
TINF2						
LRRC58						
PSAP						
RPAIN						
RELN						
NENF						
CRYGC						
DNAJA3						TSG
RHBDD1						
PLSCR4						
BCAS4						
ACTR8						
ZNF584						
GAGE6						
SYN1						
CPLX2						
ZNF92						
STIMATE						
OR4D10						
UBR3						
BCAS1						
HES3						
LBH						
CYP2A7						
ZNF625						
MAP4K3						
ICE1						
REEP4						
CDK6	ONC	ONC			ONC	TSG
MTCH2						
ELMO3						
PDE4DIP	ONC					
NANOS3						
DHX40						
TRIM29						
RNASEH2B						
HDAC1		ONC			ONC	TSG
MDGA2						
FER1L5						
NDST1						
SERF1A						
SPATA24						
SLC30A8						
PEX3						
MAGED4B						
HLCS						
EIF2AK3						
CNR1						
RPGRIP1L						
FRK						TSG
NCAM1						
PCDH1						
KCTD14						
SLTM						
RD3						
UBALD2						
NPHP3						
BEX2						TSG
CTU1						
NLRP2						
SETD8						
WRNIP1						
CRISPLD2						
UFSP2						
EIF1B						
LCE2C						
ATP10B						
PIP4P2						
GRTP1						
IL1RN						
VXN						
PPP3R2						
UBAP2						
ZNF251						
NPAP1						
CAPZA3						
SYNC						
ENOX1						
CHRNE						
SP140L						
FBN1						
IL13						
TAF1					ONC	
PGA4						
CEACAM6					ONC	
ARMC4						
RNASE11						
PIEZO1						
FBXL17						
ZNF706						
NTRK2		ONC				
LGALS7B						
USP16						
ORC3						
NEMP1						
MSH5						
CYP4A11						
LRRIQ3						
HJURP						
DNAJC28						
KRTAP4-5						
ANKRD1						
DIABLO						
ASB15						
TOX4						
FAM101A						
OR6C1						
PRR25						
CLU						TSG
LRRC47						
CFAP298						
HIST1H4I	ONC					
TRAF1						
GPR12						
DOK1						TSG
MYOC						
NMT2						
KLHDC9						
UBE2L3						
MAB21L3						
CHRNA6						
TAOK2						
THAP12						
RBBP6						
PEAK3						
DOK2						TSG
FOCAD						
SH3YL1						
AZIN2						
HRH4						
MCUR1						
EMB						
NME3						
ZPBP2						
KRTAP13-2						
AHRR						TSG
SCAF8						
FEZ1						
KLK3						
CST6						TSG
CT47A4						
MMP27						
OR2Y1						
TAF5L						
ODF3L1						
NWD2						
FBXO38						
WNT16						
CWF19L2						
LRRC37A2						
PLCH1						
KRT72						
C15orf53						
SC5D						
CST3						
FASTKD3						
PRKCQ						
MSTN						
PCDHB2						
CCDC90B						
SDC1						
HIST1H4K						
DNAJB6						
NUCKS1						
KRTAP12-3						
SMEK2						
BRAF	ONC	ONC	ONC	ONC	ONC	
RHOJ						
FOXS1						
MVB12A						
GGT1						
SARS						
TMPRSS2	ONC				ONC	
FTSJ1						
IL27						
HLA-B		TSG		TSG		
RPN2						
FGL2						
BTG2	TSG					TSG
FXR2						
ZAP70						
PML	ONC/TSG				ONC	TSG
LANCL2						
PTGES3						
ATP7A						
COLGALT1						
CRK					ONC	
FAM49B						
ZNHIT3						
KIF1A						
CYP7B1						
F7						
DICER1	TSG	TSG				TSG
LRTM2						
SFTPA2						
VSIG10L						
GEMIN7						
PHB						TSG
MTMR2						
FAM71E2						
OPTC						
YARS						
MFAP4						
PLA2G15						
ARPC1B						
FBXO42						
KLHL35						
MMP1						
GAST						
NEPRO						
LRRC23						
SGIP1						
CDCA8						
KRTAP26-1						
PARP2						
SUSD3						
POGLUT1						
PORCN						
SLC6A19						
YES1		ONC			ONC	
AGBL5						
ADAMTS20						
C14orf182						
OR13C8						
NBEA						
TMEM184A						
TRIQK						
LAMP2						
NPY1R						
WNT3A						
UBE2QL1						TSG
KCNE3						
GJD2						
SSTR3						
CLIC2						
RRP8						
WDR53						
USP15						
SLC4A4						
CBWD5						
KRTAP3-1						
KIAA1467						
TP53TG3						
GCNT2						
MSN	ONC					
HSPA1B						
SLC34A3						
SLC35A4						
NLRP1						
HIST2H2AC						
CHCHD1						
TGDS						
ZNF304						
RAB36						
PPRC1						
PDE6A						
TREM2						
PKDREJ						
MED21						
KCNJ10						
TRH						
NCAPG2						
HIKESHI						
AANAT						
GSTT2B						
TERF2						
AGPAT2						
ACADL						
SORCS2						
KRTAP9-8						
DOC2B						
THBS1						TSG
OSGIN1						TSG
HCRT						
OR51Q1						
EEF1A2					ONC	
KDM4E						
C1orf123						
CDH7						
CBR3						
TADA2A						
LEPROTL1	TSG					
BMX						
DMWD						
BCAP31						
FAM216B						
KRTAP6-1						
RPN1	ONC					
CTBP2					ONC	
NPBWR1						
RIC8B						
STAG3L2						
HOPX						TSG
ARIH2						
AS3MT						
CACNB2						
MBNL3						
CIB3						
UTS2B						
METRNL						
ATP13A1						
GSAP						
GPATCH11						
ANGPTL5						
TMEM52						
FANCD2OS						
FAM184B						
SH3GL2						
KCNE4						
CLSTN2						
CPTP						
NCSTN		ONC				
MEDAG						
IGLL5						
CDC73	TSG	TSG	TSG			TSG
CTSK						
RBL2						TSG
LRRIQ4						
ICA1						
RGL4					ONC	
LIG1						
KLHDC8B						
GFER						
PSPC1						
SMARCA1				TSG		
GPR27						
SUPT20H						
SYT2						
MCEMP1						
ONECUT1						
P2RY14						
TBCA						
MURC						
SEPT9	ONC				ONC	
CENPK						
MMP16						
COA5						
HMCN1						
SLC5A6						
INSL5						
SEMA3C						
ARHGAP27						
RHBDF2						
PDE4D						
SSBP2						TSG
ZNF479						
TTPA						
GRWD1						
NAGA						
POP4						
HSD17B12						
OLFML1						
NDUFS7						
ACRC						
IL32						
PCDHA1						
IL1R2						
GLRA4						
CAPN2						
GAGE4						
SLC9A8						
TTYH1						
NECAB2						
PHC1						
EXOC3						
ORM1						
LTV1						
GDPD5						
CD276						
P2RY13						
TXN					ONC	
RPL31						
GAGE12F						
OVCA2						
POTEG						
TMEM230						
SLC4A11						
SSC5D						
TUBA3C						
FEZF2						
ADGRV1						
HLA-DMB						
TANGO2						
CSAG2						
TNFAIP3	TSG	TSG	TSG			TSG
DTX3						
POM121L12						
TADA3						
GPR6						
ERICH1						
PNLIPRP2						
PGK1						
ADGRB1						
CBLC	TSG/ONC					
C5orf30						
HFE						
PFDN2						
KLC4						
ELAVL1					ONC	
IFNA8						
EMX1						
INKA2						
MRFAP1						
ZNF324B						
LRRC3B						TSG
HAL						
GAK						
SND1	ONC					
PLG						
RPS6KA5						
RXRG						
TFAP2D						
CCDC28B						
CHAMP1						
VMA21						
OR10A5						
UQCR11						
DPM2						
YEATS2						
PEF1						
STXBP2						
PMS2	TSG	TSG		PSSIBLE_TSG		
TMEM209						
PTPN3						
TMEM45B						
ZNF606						
GOLIM4						
DGKI						
CARD19						
TRMT12						
SELENOT						
GATSL2						
KLK4						
ACMSD						
CBY1						
ENTPD3						
CTBP1						
KYAT1						
SPTAN1						
ZCCHC4						
SLC14A1						
