PROTEIN_ID	GENE_NAME	PUBMED_ID	dbSNP_ref
Q6UWF9;B2RP85	FAM180A		
P12259;A8K6E8;Q14285;Q2EHR5;Q5R346;Q5R347;Q6UPU6;Q8WWQ6	F5		
P0C841	FAM66E		
Q5TYM5;B2RV15;Q5TYM4	FAM72A		
Q86X60;B2RPQ5;Q5QP15	FAM72B		
H0Y354	FAM72C		
Q6L9T8	FAM72D		
Q8TAV0;B4DWT3;O95565;O95566;Q8N7J5	FAM76A		
P15090;Q6IBA1	FABP4		
Q01469;B2R4K0	FABP5		
P51161;Q07DR7;Q8TBI3;Q9UGI7	FABP6		
Q9Y4F1;Q5JVI9;Q6IQ29	FARP1		
O94887;B7Z6J8;F5GZ84;Q53QM5;Q8WU27;Q9UFE7	FARP2		
Q8WUP2;B3KNY0;Q5VVE0;Q5VVE1;Q8IX23;Q96T00;Q9UFD6	FBLIM1		
A6NHQ2;R4GMW7	FBLL1		
Q5XX13;C9JRY8;C9JZD7;Q8TC00;Q9H0F0	FBXW10		
Q6X9E4;E9PG36;Q494Y9;Q494Z0	FBXW12		
Q9UKT8;B3KRL8;Q4VXH2;Q7Z4V6;Q8WV51;Q9HA09;Q9UKA3	FBXW2		
P57775;Q5SVS1;Q96IM6	FBXW4		
Q969U6;B2RDZ6;Q59ET5;Q5SPZ8;Q5SPZ9;Q5SQ00;Q5SQ02;Q5SQ03;Q5SQ04;Q8WY79;Q96GJ6;Q9BSU8;Q9H6A8;Q9HBQ6;Q9NSZ3	FBXW5		
Q969H0;B7ZLP9;Q68DR0;Q96A16;Q96LE0;Q96RI2;Q9NUX6	FBXW7		
Q8N3Y1;Q9UK95	FBXW8		
Q5XUX1;B3KVP7;Q9BT89	FBXW9		
Q8NA97;B2RPB9	FER1L6-AS1		
Q96M78	FER1L6-AS2		
P02771;B2RBU3	AFP		
Q9GZV9;Q4V758	FGF23		
P09038;A4LBB8;O00527;P78443;Q16443;Q5PY50;Q7KZ11;Q7KZ72;Q9UC54;Q9UCS5;Q9UCS6	FGF2		
P11487;Q0VG69	FGF3		
Q5W0V3;Q5H9P7;Q5W0V2;Q8IY76;Q9HCH2	FHIP2A		
Q86V87;B2RDQ5;B3KNX1;Q2M211;Q71JB5;Q7L3J6;Q969T0;Q9H6W4	FHIP2B		
P49789;A2IAS9;A2IAT0;A2IAT6;A8K1A9;Q45QG9;Q6IU12	FHIT		
O43427;A8K0J7;Q27Q85;Q6IBQ3;Q9HD65	FIBP		
P20930;Q01720;Q5T583;Q9UC71	FLG		
Q96SL8;A2RU72;Q6ZMJ7	FIZ1		
Q86VR8;B2RCA9;Q9UGK6	FJX1		
Q00688;B2R4Q9;Q14317	FKBP3		
Q15007;Q5TCL8;Q5TCL9;Q96T28;Q9BYJ7;Q9H4E2	WTAP		
P21333;E9KL45;Q5HY53;Q5HY55;Q8NF52	FLNA		
O75369;B2ZZ83;B2ZZ84;B2ZZ85;C9JKE6;C9JMC4;Q13706;Q59EC2;Q60FE7;Q6MZJ1;Q8WXS9;Q8WXT0;Q8WXT1;Q8WXT2;Q8WXT3;Q9NRB5;Q9NT26;Q9UEV9	FLNB		
Q14315;B2ZZ88;O95303;Q07985;Q9NS12;Q9NYE5;Q9UMR8;Q9Y503	FLNC		
P49356;B2RDX6;B4E1A0	FNTB		
Q5VW36;D3DRJ9;Q6ZME1;Q8IZG0;Q96JM8;Q96MS9;Q9BVF3;Q9NX87	FOCAD		
P53539;A8K9K5;A8VJE1;A8VJE6;A8VJF0;A8VJF3;A8VJF7;A8VJG1;A8VJG5;A8VJG9;E7EPR6;E9PHJ3;K7EKC1;K7EMJ6;Q49AD7	FOSB		
P58012;Q4ZGJ3	FOXL2		
A0A1W2PRP0	FOXL3		
Q08050;O43258;O43259;O43260;Q4ZGG7;Q9BRL2	FOXM1		
O15353;B2R9Q7;O15352	FOXN1		
P32314;Q15769;Q6P4Q2	FOXN2		
O00409;Q96II7;Q9UIE7	FOXN3		
O95876;Q53RW4;Q7Z2Z3	WDPCP		
P04066;B2RBG3;Q14334;Q14335;Q3LID0;Q8NAC2	FUCA1		
Q96A29;B2RDB2;Q9BV76;Q9NUJ8	SLC35C1		
Q10981;Q0VAG5;Q14338;Q5D0G2	FUT2		
Q9H0Q3;A8K0R4;J3QLD2;Q6FIG9;Q6UW52	FXYD6		
P58549	FXYD7		
P58550;Q5JTT7	FXYD6P3		
O15117;A8K2Y8;B4DLN2;E9PBV9;O00359;Q9NZI9	FYB1		
Q5VWT5;Q63HM3;Q6ZUY6	FYB2		
Q9BQS8;B7ZKT7;Q3MJE6;Q86T41;Q86TB1;Q8TEF9;Q96IV5;Q9H8P9	FYCO1		
O14556;B2RC82;O60823;Q6JTT9;Q9HCU6	GAPDHS		
P54803;B4DKE8;B4DYN1;B4DZJ8;B7Z7Z2;J3KN25;J3KPP8;Q8J030	GALC		
Q8NB37;B7ZKW5;Q2NL76;Q6ZQY0;Q8NAE0	GATD1		
Q9H4G4;Q5VZR1;Q8N2S6;Q8WWC9;Q8WX36	GLIPR2		
Q8N292	GAPT		
Q6NXP2;Q0VGF6;Q0VGF7;Q86X39	GARIN1A		
O43903;B2R9C8;D3DQZ0;Q6ICV8;Q7Z3X8	GAS2		
Q14393;B3KRQ7;B3KVL4;E9PBL7;Q6IMN1;Q7Z7N3	GAS6		
O60861;A8KAC2;B2RCK9;O43144;Q53Y77;Q7Z571	GAS7		
Q92538;Q149P0;Q149P1;Q5VXX3;Q96CK6;Q96HZ3;Q9H473	GBF1		
P50151;Q3B7K2;Q4VC27	GNG10		
P61952;P50152	GNG11		
P28476;A2BDE4;Q9H153	GABRR2		
A8MPY1;Q9UIV9	GABRR3		
Q9UN88;A6NFN1;Q32MB4;Q9NZK8	GABRQ		
Q14549	GBX1		
P23378;Q2M2F8	GLDC		
Q7Z4P5	GDF7		
P39905;B7WPK7;O95448;O95449;O95986;Q6FH33;Q96L44;Q9UD32;Q9UD33;Q9UMV2;Q9UP67;Q9UP97	GDNF		
P07093;B2R6A4;B4DIF2;Q53S15;Q5D0C4	SERPINE2		
Q8N9F7;A8W735;Q56VR1;Q8N4E3	GDPD1		
A6NER3	GAGE12J		
Q8N7Z2;A0A087WU96	GOLGA6L1		
Q8N9W4;A1L301;H3BMJ4	GOLGA6L2		
A6NEY3	GOLGA6L3		
A6NEF3;D6REZ9	GOLGA6L4		
A8MZA4;D3YTC0	GOLGA6L6		
A0A1B0GV03	GOLGA6L7		
A6NEM1;A0A087WXJ1;A6NFL8;H0YK89;Q8IVV3	GOLGA6L9		
A6NI86;A0A087WVD5;D6RB28	GOLGA6L10		
H0YKK7	GOLGA6L19		
H0YM25;A0A087X0V3	GOLGA6L22		
Q9UJY5;A8K3D3;B0QYR7;Q5R3N1;Q5TG07;Q6IC75;Q86YA9;Q8NCS6;Q9BW94;Q9UG00;Q9UGW0;Q9UGW1	GGA1		
Q8IVV7;Q8TEB5;Q9BW50	GID4		
Q9NWU2;E1P5I3;Q8N5M5	GID8		
Q6EEV4;Q6EEV7	POLR2M		
Q96MS3;Q86XG8	GLT1D1		
Q9BZE0;B3KX84	GLIS2		
Q8NEA6;B1AL19;Q1PHK5	GLIS3		
Q92990;Q5VVC3;Q9BVE8	GLMN		
Q8WWB7;A6NH16;B4DJN4;Q5SZX4;Q6UX96;Q8IV07;Q96F65	GLMP		
P43220;Q2M229;Q99669	GLP1R		
Q86SX6;Q0X088;Q3YML0;Q86WY3;Q8IZ54	GLRX5		
O94925;Q9UL05;Q9UL06;Q9UL07;Q9UN40	GLS		
Q9UI32;B7Z8Q9;Q8IX91;Q9NYY2;Q9UI31	GLS2		
Q86SR1;B3KXC9;Q6IN56;Q86VP8;Q8IXJ2;Q8TEJ2;Q96IV2;Q9H8E1;Q9Y4M4	GALNT10		
P02729			
P14672;Q05BQ3;Q14CX2	SLC2A4		
Q9BYB4;Q9H2S2;Q9H4M4	GNB1L		
O14775;B2RBR5;Q9HAU9;Q9UFT3	GNB5		
Q12967;B7Z753;E7ER93;E7ERZ0;Q5T7V4;Q6KH11;Q6PCE1;Q6ZSD5;Q9HAX7;Q9HAY1;Q9HCT1;Q9P2N8	RALGDS		
H3BSY2;A6NCM5;F8WBD5	GOLGA8M		
F8WBI6	GOLGA8N		
A6NCC3;A6NHZ1;E7ENU5	GOLGA8O		
H3BV12	GOLGA8Q		
I6L899;F5GYM5	GOLGA8R		
H3BPF8	GOLGA8S		
H3BQL2	GOLGA8T		
Q92805;Q5T164;Q8IYZ9	GOLGA1		
Q08379;A0A0C4DGS5;Q6GRM9;Q9BRB0;Q9NYF9	GOLGA2		
Q08378;A5PKX6;O43241;Q6P9C7;Q86XW3;Q8TDA9;Q8WZA3	GOLGA3		
Q13439;F8W8Q7;Q13270;Q13654;Q14436;Q59EW8	GOLGA4		
Q9HC44;D3DQ10;Q9H751	GPBP1L1		
Q86WP2;A6NKW3;Q6NSH6;Q9H0D4;Q9H785;Q9NSN4	GPBP1		
P35052;B3KTD1;Q53QM4	GPC1		
Q9UHW5;B2RC54;D4YWV1;F5H759;Q53FS3;Q6UVZ6;Q7Z3D3;Q8NEI2;Q96HK9	GPN3		
Q99678;Q17R96	GPR20		
Q99679;B2R8W9;Q6NXU2	GPR21		
Q99680;A4D0R8;O14554	GPR22		
O00155;A0AVJ5	GPR25		
Q8NDV2;Q2M2E2	GPR26		
Q9NS67	GPR27		
O00270;B0M0K2;Q4VBL3;Q9NQ20	GPR31		
Q9BRR8;Q8IZV6;Q8N3B7;Q9NW94	GPATCH1		
Q9NW75;Q5VYK7;Q5VYK8;Q86YE7	GPATCH2		
Q96I76;Q5JYH2;Q8NDJ2;Q9H9Z3	GPATCH3		
Q5T3I0;Q5T3I1;Q6ZUE7;Q8IWG8;Q9NXH4	GPATCH4		
Q9UKJ3;B9EGP9;O60300;Q8TB99	GPATCH8		
P20718;G3V2C5;Q6XGZ0;Q6XGZ1	GZMH		
P49863;B2R563	GZMK		
Q6IC98;A9IN51;A9IN57;Q68EN0;Q9UGE6;Q9Y4B9	GRAMD4		
P51124	GZMM		
Q9NZI5;A6NLA4;B2R7E4;B5MEC2;Q53T93;Q6NWN7;Q6NWN8;Q6NWN9;Q8NI33	GRHL1		
Q6ISB3;A1L303;Q6NT03;Q9H8B8	GRHL2		
Q8TE85;A2A297;B2RCL1;G3XAF0;Q5TH78;Q86Y06;Q8N407	GRHL3		
Q9UBQ7;Q5T945;Q9H3E9;Q9H636;Q9UKX1	GRHPR		
P42261;B7Z2S0;B7Z2W8;B7Z3F6;B7Z9G9;D3DQI4;E7ESV8;Q2NKM6	GRIA1		
P42262;A8MT92;I6L997;Q96FP6	GRIA2		
Q4G1C9;Q6MZS1;Q8N6N0;Q8NA43	GLIPR1L2		
P30550;B2R910	GRPR		
Q14687;D3DUM4;Q8IY61;Q96GA4;Q9BW09	GSE1		
P00390;C8KIL8;C8KIL9;C8KIM0;D3DSV3;Q7Z5C9;Q9NP63	GSR		
Q8NBJ5;Q8NC64	COLGALT1		
Q8IYK4;O60327;Q9BZR0	COLGALT2		
Q5T4B2;A7MD00;C4AMA2;Q0VDF3;Q2VPJ4;Q4KMP2;Q5T4B1;Q8N107;Q96EZ5;Q9P226;Q9UMW5	CERCAM		
Q9UHL9;O95444;Q6DSU6;Q75MX7;Q86UM3;Q8WVC4;Q9UHK8;Q9UI91	GTF2IRD1		
P49915;A8K639;B4DXV7;F8W720	GMPS		
P54840;A0AVD8	GYS2		
Q9H116;A8K199;B2RBC3;B3KPL4;B4DF58;D3DW39;Q54A22;Q96N08;Q9BQK9;Q9H117;Q9H6W6	GZF1		
Q9P0M6;Q5SQT2	MACROH2A2		
P16104;Q4ZGJ7;Q6IAS5	H2AX		
Q8N257;A4FU05;Q3ZCP6;Q5TA30	H2BU1		
Q71DI3;A2BDF6;A6NFS4;Q6B053	H3C13		
Q9UJ83;B4DWI1;B4DXI5;E9PEN4;Q9BV42;Q9P0A2	HACL1		
A1L0T0;O43341;Q96F08;Q99651;Q9BWN5;Q9UEB2	ILVBL		
P23610;Q5HY66;Q8IXP3	F8A3		
Q96CS2;B2RDM7;Q8N837	HAUS1		
Q99075;B2R821	HBEGF		
P14317;B4DQ69;Q53Y93;Q6IBK9;Q9UDK0	HCLS1		
O60741	HCN1		
Q9UL51;O60742;O60743;O75267;Q9UBS2	HCN2		
Q9P1Z3;D3DV90;Q4VX12;Q8N6W6;Q9BWQ2	HCN3		
Q9Y3Q4;Q9UMQ7	HCN4		
Q9BY41;A6ND12;A6ND61;A6NET3;A6NJR3;A8MQ62;B4DKN0;B4DV22;Q86VC8;Q9NP76;Q9NYH4	HDAC8		
Q9UKV0;A7E2F3;B7Z4I4;B7Z917;B7Z928;B7Z940;C9JS87;E7EX34;F8W9E0;O94845;O95028;Q2M2R6;Q86SL1;Q86US3	HDAC9		
Q7Z353;A8K1Y5;B7ZL18;Q5JZB4;Q96NK7	HDX		
P42858;Q9UQB7	HTT		
Q14469;Q6FHB2	HES1		
Q9Y543;A2RTZ9;Q96EN4;Q9Y542	HES2		
Q5TGS1;Q5TGS0	HES3		
Q9HCC6;Q5SVA5	HES4		
Q5TA89;B9DI85	HES5		
O14964;Q9NR36	HGS		
Q53FT3;Q8WVE8;Q9NVQ2;Q9NZZ1;Q9P022;Q9P0N1	HIKESHI		
P60008	H1-9P		
Q9BW71;H3BSR3;O75707;O75708	HIRIP3		
P15515	HTN1		
Q9Y5L2;A4D0Z5;Q52LY5;Q53HJ7	HILPDA		
Q14527;D3DNH3;Q14536;Q16051;Q7KYJ6;Q86YA5;Q92652;Q96KM9	HLTF		
P54868;B7Z8R3;D3Y5K6;Q5SZU2;Q6IBF4	HMGCS2		
Q92619;B4DTS4;F6QP70;Q6P189;Q7LE26;Q86WS1;Q8HX84;Q9GJN9;Q9GJP0;Q9GJP1;Q9MY24	ARHGAP45		
O97980;Q9MY25	HMHB1		
P35680;B4DKM3;E0YMJ9	HNF1B		
P41235;A5JW41;B2RPP8;O00659;O00723;Q14540;Q5QPB8;Q6B4V5;Q6B4V6;Q6B4V7;Q92653;Q92654;Q92655;Q99864;Q9NQH0	HNF4A		
Q14541;Q7Z2V9;Q9UH81;Q9UIS6	HNF4G		
Q9UBC0;B2RTV4;Q99744;Q9UMR6	ONECUT1		
Q9P2W1;C5ILB7;Q14458;Q8WXG2;Q96HA2	PSMC3IP		
Q9NZL4;B3KQP0;B4DG11;O95351;Q6ZNU5	HSPBP1		
P84074;B2R9T3;D3DPQ7;P32076;P41211;P70510	HPCA		
P32754;A8K461;B3KQ63;Q13234	HPD		
Q8WWQ2;Q5VUH4;Q5VUH5;Q5VUH6;Q8WWQ1;Q9HB37;Q9HB38;Q9HB39	HPSE2		
Q9Y251;A9JIG7;C7F7I3;C7F7I4;E9PCA9;E9PGR1;Q53GE5;Q9UL39	HPSE		
O14792;B3KUA6;Q6PEY8	HS3ST1		
Q9Y278;Q52LZ1	HS3ST2		
Q9Y661;Q5QI42;Q8NDC2	HS3ST4		
Q8IZT8;A8K1J2;Q52LI2;Q8N285	HS3ST5		
Q96QI5;Q96RX7	HS3ST6		
Q9Y663;A8K7N2	HS3ST3A1		
Q9Y662;B3KN58;D3DTS6	HS3ST3B1		
P11142;Q9H3R6	HSPA8		
Q8IVG9	MT-RNR2		
P57058	HUNK		
P23083;A0A087WSX2;P01744	IGHV1-2		
A0A0C4DH29	IGHV1-3		
P0DP01	IGHV1-8		
A0A0C4DH31	IGHV1-18		
A0A0C4DH33	IGHV1-24		
A0A0A0MS14	IGHV1-45		
P01743;A0A0B4J1V4;P06326;P80421	IGHV1-46		
A0A0C4DH39	IGHV1-58		
P01742;A0A0B4J1V5;P01760;P01761	IGHV1-69		
P0DP06	IGHV4-30-4		
P0DP08	IGHV4-38-2		
P31267;A4D192;Q2M3G3;Q9UPM0	HOXA6		
P31268;A4D191;O43368;O43486;O95655;Q9NSC8;Q9UDM1	HOXA7		
P31275;Q9BXJ6	HOXC12		
P31276;Q5BL02;Q96J32;Q9NR24;Q9NYD5	HOXC13		
P09017	HOXC4		
Q00444	HOXC5		
Q6ZVW7;A6NCN4;A6PVC1	IL17REL		
Q96F46;O43844;Q20WK1	IL17RA		
Q9NRM6;Q9BPZ0;Q9NRL4;Q9NRM5	IL17RB		
Q8NAC3;A8BWC1;A8BWC9;A8BWD5;E9PHG1;E9PHJ6;Q6UVY3;Q6UWD4;Q8NFS1;Q9BR97	IL17RC		
Q8NFM7;Q2NKP7;Q58EZ7;Q6RVF4;Q6UWI5;Q8N113;Q8NFS0;Q9UFA0	IL17RD		
Q8NFR9;B2RB34;B2RNR1;B9EH65;Q6P532;Q8N8H7;Q8N8H8;Q8TEC2	IL17RE		
O95998;B3KUZ0;B7WPK4;O95993;O96027;Q9NZA9;Q9UBR7	IL18BP		
O95256;B2RPJ3;Q2QDE5;Q3KPE7;Q3KPE8;Q53TT4;Q53TU5	IL18RAP		
P18065;Q14619;Q9UCL3	IGFBP2		
P17936;A4D2F5;D3DVM0;Q2V509;Q6P1M6;Q9UCL4	IGFBP3		
Q9HBG6;B3KW53;B4DEY9;B4DPW7;E7EQF4;E9PDG2;E9PDX2;G3XAB1;H7C3C0;Q53G36;Q8TC06;Q9BTB9;Q9BTY4;Q9HAT9;Q9HBG5;Q9NV68;Q9UF80	IFT122		
Q2VIR3;F8W810;Q5I0X0;Q6KF84	EIF2S3B		
P06730;B7Z6V1;D6RCQ6;Q96E95	EIF4E		
Q04637;D3DNT2;D3DNT4;D3DNT5;E9PFM1;G5E9S1;O43177;O95066;Q5HYG0;Q6ZN21;Q8N102	EIF4G1		
Q9Y366;B3KMA1;E1P5W9;Q5H8Z0;Q9H1G3;Q9H1G4;Q9H1H2	IFT52		
A0AVF1;A4D1S3;B7Z5M0;C9J2N7;F8W724;Q9H9S8;Q9NTC0	TTC26		
Q9NWB7;Q96DA9	IFT57		
Q8N6C5;B5MEG2;H9KV64;O15070;Q9NTC8	IGSF1		
Q93033;Q15856	CD101		
O75054;A6NJZ6;A6NMC7	IGSF3		
Q9NSI5	IGSF5		
O95976;Q8WWD8	IGSF6		
Q969P0;Q8NG09;Q96DP4;Q9BTG9	IGSF8		
P20809;B4DQV5;Q96EB4	IL11		
Q14116;O75599;Q6FGY3;Q6WWJ7	IL18		
Q9UHD0;B6VEV9;Q5VUT3;Q96QR4;Q9NUA0	IL19		
Q9NPH3;B1NLD0;D3DNW0;O14915;Q86WJ7	IL1RAP		
Q01113;B9ZVT0;Q14634;Q8WWU1;Q96TF0	IL9R		
P15248	IL9		
Q86SU0;Q6ZP61;Q7Z578	ILDR1		
Q14974;B7ZAV6;D3DTT3;Q14637;Q53XN2;Q96J27	KPNB1		
Q9P2X3;A8MXG0;Q49AM0;Q9H2X4	IMPACT		
Q17R60;A6NNZ6;O43686;O95094;Q68D53;Q9BWZ1	IMPG1		
Q9BZV3;A8MWT5;Q9UKD4;Q9UKK5	IMPG2		
Q96EL1	INKA1		
Q9NTI7;B3KP38;B4DF94;Q9NTI6	INKA2		
Q9NVR2;Q6IA93;Q7L538;Q7L8C8;Q9H3W8	INTS10		
Q8NFU5	IPMK		
Q9Y5U9	IER3IP1		
P14316;D6RCK5;H0Y8S3;Q6IAS7;Q96B99	IRF2		
Q14653;A8K7L2;B2RAZ3;Q5FBY1;Q5FBY2;Q5FBY4;Q7Z5G6	IRF3		
Q15306;Q5VUI7;Q99660	IRF4		
Q13568;A4D1J8;A8DUA8;A8DUA9;E7EQ16;E7EW54;Q1A7B4;Q64GA9;Q64GB1;Q64GB2;Q6RCM8;Q9BQF0	IRF5		
O14896;B4DLE2;D3DT90;F5GWX8;G0ZTL0	IRF6		
Q92985;B9EGL3;O00331;O00332;O00333;O75924;Q9UE79	IRF7		
Q13349;Q15575;Q15576	ITGAD		
P38570;Q17RS6;Q9NZU9	ITGAE		
P20701;O43746;Q45H73;Q96HB1;Q9UBC8	ITGAL		
P11215;Q4VAK0;Q4VAK1;Q4VAK2	ITGAM		
P06756;A0AV67;B0LPF4;B7Z883;B7ZLX0;D3DPG8;E7EWZ6;Q53SK4;Q59EB7;Q6LD15	ITGAV		
P20702;Q8IVA6	ITGAX		
Q6IE81;D3DNY0;D3DNY1;Q4W5D5;Q6ZSL7;Q8NC41;Q96JL8;Q96SQ1;Q9H692	JADE1		
Q9NQC1;D3DQA3;Q6IE80;Q8TEK0;Q92513;Q96GQ6	JADE2		
Q92613;Q6IE79	JADE3		
Q15652;A0T124;Q5SQZ8;Q5SQZ9;Q5SR00;Q7Z3E7;Q8N3U0;Q96KB9;Q9P2G7	JMJD1C		
Q6NUN7;A8K6G0;Q96GB5;Q9H5D6	JHY		
Q9HDC5;B2RTZ0	JPH1		
Q9BR39;E1P5X1;O95913;Q5JY74;Q9UJN4	JPH2		
Q8WXH2;D3DUN2;Q8N471;Q9HDC3;Q9HDC4	JPH3		
Q96JJ6;D3DS53;Q8ND44;Q96DQ0	JPH4		
P35527;O00109;Q0IJ47;Q14665	KRT9		
Q15323;Q9UE12	KRT31		
Q14532	KRT32		
Q96M32;Q8IYP6	AK7		
Q7Z3B3;A8K5E4;B3KT49;I3L4J3;Q6AW85;Q8IYH1;Q9BRH0;Q9NTE7;Q9UFT0;Q9ULF3	KANSL1		
Q9H9L4;Q8N3B5;Q96CV0;Q9NX51	KANSL2		
Q9P2N6;A1L184;D3DXH3;D3DXH4;Q05BU4;Q6P3X2;Q6PJH6;Q86T19;Q96L64;Q9H0C9;Q9H8C9;Q9HAP8;Q9NWE5	KANSL3		
Q96SI1;A8K600;Q9BVI6	KCTD15		
Q68DU8;Q9P2M9	KCTD16		
Q8N5Z5;B0QYA9;B0QYB0;O95517	KCTD17		
Q6PI47;Q53T21;Q6NW26;Q6PCD8;Q8N9B7;Q96N73	KCTD18		
Q17RG1;B4DZ49;Q8N804	KCTD19		
Q7Z5Y7;B4DZD3;B4E2Q3;F5H3T3;Q5W105;Q69YQ7;Q8IZ55	KCTD20		
Q4G0X4;B4DTR0	KCTD21		
A0A087WTH5	KCNE1B		
Q96RP8;A1KYX7;Q9BYS4	KCNA7		
Q14721;Q14193	KCNB1		
Q92953;Q7Z7D0;Q9BXD3	KCNB2		
Q8N5I3;A2A2X9;Q0P6D0;Q8IU75;Q8N3Q9	KCNRG		
Q96KK3;A2RUL9;B7ZM31;O43652;Q6DJU6	KCNS1		
Q9ULS6;A8KAN1	KCNS2		
Q7L273;Q6NUM8;Q9NXV4	KCTD9		
Q8NI77;Q4VPE3;Q86VS5;Q9H0F3	KIF18A		
Q86Y91;A0A0C4DGP2;A0A0C4DGP5;A6NJI2;B7ZM49;B9EGM8;D5L6I1	KIF18B		
O95235;B4DL79;D3DQB6	KIF20A		
Q96Q89;A8MXM7;O43277;Q09471;Q2KQ73;Q32NE1;Q561V3;Q58EX8;Q5T9M8;Q5T9M9;Q5T9N0;Q5T9N1;Q7KZ68;Q7Z5E0;Q7Z5E1;Q7Z6M9;Q86X82;Q9H3R8;Q9H6Q9;Q9H755;Q9NTC1;Q9UFR5	KIF20B		
Q7Z4S6;A8MX28;B0I1R9;B9EGE4;F5H0C3;F5H219;Q2UVF1;Q6UKL9;Q7Z668;Q86WZ5;Q8IVZ8;Q9C0F5;Q9NXU4;Q9Y590	KIF21A		
O75037;B2RP62;B7ZMI0;Q5T4J3	KIF21B		
Q9ULI4;Q8TAZ7;Q96GK3;Q9UFL3	KIF26A		
Q2KJY2;Q6ZQR9;Q6ZUZ0;Q8IUN3;Q8IVR1;Q9NWB4	KIF26B		
Q9NRX6;B2RUU9	TMEM167B		
Q15726;A8K6N0;Q9HBP1	KISS1		
Q969F8;A5D8U2;B2RTV1;Q96QG0	KISS1R		
Q8N5S9;Q9BQH3	CAMKK1		
Q96RR4;A8K7Q7;O94883;Q8IUG2;Q8IUG3;Q8N3I4;Q8WY03;Q8WY04;Q8WY05;Q8WY06;Q96RP1;Q96RP2;Q96RR3;Q9BWE9;Q9UER3;Q9UES2;Q9Y5N2	CAMKK2		
Q5H943	CT83		
Q9H0H3;B2RDH2;B3KRT7	KLHL25		
Q53HC5;Q8TAP0;Q9NUX3	KLHL26		
Q9NXS3;Q0VAL5	KLHL28		
Q96CT2;Q8N388;Q96BF0;Q96PW7	KLHL29		
Q0D2K2;Q6ZUS1	KLHL30		
Q9H511;A6N9J2;B2RP49	KLHL31		
Q96NJ5;B7Z346;B7Z4E2;E1P528;Q5THT0;Q96PY7	KLHL32		
D3W0D1	KLRF2		
Q96E93;B7ZAM2;O43198;O75613	KLRG1		
A4D1S0;Q2NL79;Q6ZTV6	KLRG2		
Q5SVS4;B2RN96;B4DZK3;F5H8H8	SLC25A30		
Q14558;B2R6M4;Q96H06	PRPSAP1		
O60256;B4E1M8;B4E329;B7ZKZ1;E7EMY2;Q6IAS2	PRPSAP2		
Q5T749	KPRP		
Q9BYQ5;Q9BYR1	KRTAP4-6		
Q9BYR0;A0AVM6;A8MQ08;A8MTL4	KRTAP4-7		
Q9BYQ9;A8MSH3	KRTAP4-8		
Q9BYQ8	KRTAP4-9		
Q6L8H4	KRTAP5-1		
Q701N4;A9JTZ1	KRTAP5-2		
Q6L8H2;Q6PL44;Q701N3	KRTAP5-3		
Q6L8H1	KRTAP5-4		
Q701N2;A8MWN2	KRTAP5-5		
Q6L8G9;A1L452	KRTAP5-6		
Q6L8G8;B2RNM3;Q701N5	KRTAP5-7		
O75690;Q6L8G7;Q6UTX6	KRTAP5-8		
P26371;Q14564;Q3MIP8	KRTAP5-9		
Q3LI64	KRTAP6-1		
Q8IVT5;F8WEA9;H7BYU0;Q13476	KSR1		
Q6VAB6;A0PJT2;Q3B828;Q8N775	KSR2		
P43405	SYK		
Q9NVR5;B9WS54;C0JAP7;Q86TR1;Q86TY8;Q969Z5	DNAAF2		
A6NMS7;Q68DY2;Q8IWC7	LRRC37A		
A6NM11;B7ZMC3	LRRC37A2		
O60309;Q49A01;Q49A80;Q8NB33	LRRC37A3		
Q49AS3;Q5JVP0	LRRC37A5P		
Q9GZZ8	LACRT		
Q13751;D3DT88;O14947;Q14733;Q9UJK4;Q9UJL1	LAMB3		
A4D0S4;A5PKU6;B2RTT3;B5MEB9;Q86TP7;Q86XN2;Q8NBX5	LAMB4		
Q86VI4;Q3ZCV5;Q7L909;Q86VH8;Q9H060	LAPTM4B		
O43561;B7WPI0;C7C5T6;G5E9K3;O43919	LAT		
Q8IWV1;B7Z744;J3KP69;Q6NSZ6;Q9NXB4	LAX1		
Q5T7P2	LCE1A		
Q5T7P3;A4IF40	LCE1B		
Q5T751	LCE1C		
Q5T752	LCE1D		
Q5T753;D3DV30	LCE1E		
Q5T754	LCE1F		
Q9UIC8;A6NL89;A8K770;Q53FC5;Q96CI5;Q9H6I9;Q9NTG4;Q9Y378	LCMT1		
Q6ZMR3;D3DQY5	LDHAL6A		
Q9UJU2;B4DG38;B7Z8E2;E9PDK3;Q3ZCU4;Q9HAZ0	LEF1		
P48357;Q13592;Q13593;Q13594;Q92919;Q92920;Q92921	LEPR		
Q3ZCV2;B7WPL2;Q8N7Y9	LEXM		
P19256;A8K7G5;Q5U053;Q6IB65;Q96KI9	CD58		
Q08380;Q7M4S0;Q9UCH8;Q9UCH9;Q9UCI0	LGALS3BP		
Q92604;Q53YL2	LPGAT1		
Q7Z7J7;A6NH76;Q29RV7	LHFPL4		
Q8TAF8;B3KX66	LHFPL5		
Q9Y693;B2R7M2;Q53FC0;Q96SH5	LHFPL6		
Q6ICI0	LHFPL7		
Q9H008;B3KP20;Q2TBE9;Q5VUV9;Q5VUW0	LHPP		
Q52LA3	LIN52		
Q6MZP7;Q32M68;Q32M69;Q6N071;Q76B60	LIN54		
