PROTEIN_ID	GENE_NAME	PUBMED_ID	dbSNP_ref
P49257;Q12895;Q8N5I7;Q9UQG1;Q9UQG2;Q9UQG3;Q9UQG4;Q9UQG5;Q9UQG6;Q9UQG7;Q9UQG8;Q9UQG9;Q9UQH0;Q9UQH1;Q9UQH2	LMAN1		
Q12907;Q53HH1	LMAN2		
O60663;F8W7W6;O75463;Q5JU95;Q6ISC9	LMX1B		
Q9H9Z2	LIN28A		
Q6ZN17;A1L165;B2RPN6;Q5TCM4	LIN28B		
P09848;Q4ZG58	LCT		
O60711;B2R8B4;B4DV71;Q53FW6;Q6FI07	LPXN		
Q8TAF5	FLVCR1-DT		
A6NIK2	LRRC10B		
A6NHZ5	LRRC14B		
Q9NZR2;Q8WY29;Q8WY30;Q8WY31	LRP1B		
Q07954;Q2PP12;Q86SW0;Q8IVG8	LRP1		
P98164;O00711;Q16215	LRP2		
O75074;B3KQD6;B4DKF2	LRP3		
Q15722;Q13305;Q53XV5;Q92641;Q9BSU5	LTB4R		
Q9NPC1;Q5KU28;Q9NPE5	LTB4R2		
O43504;Q6IBD8	LAMTOR5		
P01721;A0A075B6I2;P01722;P06317;P06318;P06319	IGLV6-57		
P04211;A0A0B4J1U2	IGLV7-43		
A0A075B6I9	IGLV7-46		
A0A075B6I0	IGLV8-61		
A0A0B4J1Y8	IGLV9-49		
A0A075B6I3	IGLV11-55		
Q86UE4;Q05DH2;Q52QU9;Q6PK07;Q8TCX3	MTDH		
O43325;B2R4M5	LYRM1		
Q8IYB1;Q86VD8	MB21D2		
Q02779;Q12761;Q14871	MAP3K10		
A6NCF6	MAGEA13P		
P33908;E7EU32;Q6P052;Q9NU44;Q9UJI3	MAN1A1		
Q6ZN28;A8MUS5;B2RNR9;Q6ZQN8;Q7Z5A5	MACC1		
Q8NHW3	MAFA		
Q9Y5Q3;B3KNE1;Q9H1F1	MAFB		
Q969L2;B2R520;Q6ZMD9	MAL2		
Q92585;Q9NZ12	MAML1		
Q8IZL2;A7MD26;Q6AI23;Q6Y3A3;Q8IUL3;Q96JK6	MAML2		
Q96JK9;B2RNU9;B3KVV7;E7EVW8	MAML3		
Q96JE9;A7E2A1;Q6P3T0;Q6ZWB8	MAP6		
Q14244;B7Z290;B7Z400;B7Z5S7;B7Z9U7;C9JPS0;E9PCP3;F5H1E2;Q7Z6S0;Q8TAU5;Q9NY82;Q9NY83	MAP7		
Q49MG5;Q4W5I7;Q68DU1;Q9H781;Q9H7B6	MAP9		
Q9UIS9;A4UTZ0;B4DXJ5;E9PEC5;K7ELI2;K7EQZ4;K7ESN0;O15248;O95241;Q7Z7B5;Q8N4W4;Q9UNZ6;Q9UNZ7;Q9UNZ8;Q9UNZ9	MBD1		
Q9UBB5;O95242;Q9UIS8	MBD2		
O95983;A8K4B7;D6W5Z2;Q6PIL9;Q6PJZ9;Q86XF4	MBD3		
O95243;B4DZN2;D3DNC3;D3DNC4;E9PEE4;Q2MD36;Q7Z4T3;Q96F09	MBD4		
Q9P267;A5HMQ4;A7E2B1;Q53SR1;Q9NUV6	MBD5		
Q96DN6;Q8N3M0;Q8NA81;Q96Q00	MBD6		
O60942;E1P513;E1P514;O43483;O60257;O60351;Q5TCW8;Q8WUM8	RNGTT		
Q96PE7;Q53TP1;Q8WW63	MCEE		
Q14566;B2R6H2;Q13504;Q99859	MCM6		
P33993;A4D2A1;A4D2A2;E9PGN9;Q15076;Q96D34;Q96GL1	MCM7		
Q8NDY4	MDS2		
Q9Y2X0;Q6PJT2;Q96AD4;Q96I35;Q9Y652	MED16		
Q9H204;Q9BZJ5	MED28		
Q9NX70;B4DNQ6;M0R2E4;Q5XX09;Q9NTF4	MED29		
Q9NWA0	MED9		
Q5VYS4;Q8IXF1;Q96K26;Q96NC8	MEDAG		
O00255;A5HBC6;A5HBC7;A5HBC8;A5HBC9;A5HBD0;A5HBD1;A5HBD2;O00632;Q9BUF0;Q9BUK2	MEN1		
Q9H9K5;B3KTB4;Q0P5R3;Q6NWN0	ERVMER34-1		
Q5JXM2;Q6ZSU5	METTL24		
Q8N6Q8;Q9H5Y3	METTL25		
Q8N6F8	METTL27		
Q96IZ6;A6NNC4;Q9H9G9;Q9NUI8;Q9P0B5	METTL2A		
Q6P1Q9;B4DZ68;Q0IJ54;Q3B7J1	METTL2B		
O00587;B4DLT6;O43730;Q504S9	MFNG		
O43451;E7ER45;Q0VAX6;Q75ME7;Q86UM5	MGAM		
Q86V88;Q86Y84;Q8NAD9	MDP1		
Q16891;B1H0U5;B2R5N6;Q14539;Q15092;Q68D41;Q69HW5;Q6IBL0;Q7Z3X1;Q8TAJ5;Q9P0V2	IMMT		
Q7L4E1;Q8NBM3;Q8TEJ6;Q969E6	MIGA2		
Q4G0A6;Q71AZ7;Q9H6D2	MINDY4		
Q4VC31;Q32LY6	MIX23		
Q9H2W2;B7ZLF9	MIXL1		
Q9NPJ1;A8K7B0;D3DW18	MKKS		
Q9UL63;A4D1M8;A6NG43;Q9NSK4;Q9NUS8	MKLN1		
Q9BUB5;D3DQ20;D3DQ21;O00312;Q5TC06;Q5TC07;Q6V0N6	MKNK1		
Q9HBH9;Q6GPI3;Q9HBH8;Q9UHR0;Q9Y2N6	MKNK2		
Q9HAP2;A7MBN0;O94945;Q7LC47;Q8IXP1;Q8TAH9;Q8WVQ0;Q8WYA5	MLXIP		
Q9NP71;C5HU02;C5HU03;C5HU04;Q96E48;Q9BY03;Q9BY04;Q9BY05;Q9BY06;Q9Y2P3	MLXIPL		
Q9UH92;A8K2J3;B2RAV8;B2RD73;Q53XM6;Q96FL2;Q9H2V0;Q9H2V1;Q9H2V2;Q9NXN3	MLX		
Q9BU76;Q6P5Y0;Q6ZTZ6;Q6ZWA6;Q8IZH3	MMTAG2		
Q8NEH6;Q8IYT6;Q9NUP4	MNS1		
P0DW28	RBM10		
Q9HD47;D3DTR6;Q68DI3;Q9BR68;Q9HD48;Q9NRU9;Q9P001;Q9P0P2	RANGRF		
Q8NDC4;Q86Y54	MORN4		
Q5VZ52;B7Z7I5;Q6ZQN1	MORN5		
P69208;P01163			
Q6UVY6;Q5THU6;Q8NC97;Q8WV49;Q9H4M6;Q9Y4U3	MOXD1		
A6NHM9	MOXD2P		
P30304;Q8IZH5;Q96IL3;Q9H2F2	CDC25A		
P30305;D3DVY1;D3DVY2;D3DVY3;D3DVY4;O43551;Q13971;Q5JX77;Q6RSS1;Q9BRA6	CDC25B		
P20645;A8K528;D3DUV5	M6PR		
A8MV57	MPTX1		
O75352;B3KQP1;B4DT74;Q9BUU8	MPDU1		
P39210;D6W555;Q53SY2;Q96B08	MPV17		
P49959;B3KTC7;O43475	MRE11		
Q9UKD2;B3KNB3;Q5TG55;Q96SS6;Q9BPV9	MRTO4		
Q9UJG1;B2RE62;D3DTG5;Q5H9C5;Q5H9C7	MOSPD1		
P07438;Q86YX0	MT1B		
A1L3X4;Q86YX1	MT1DP		
P04732;A2RRF7;Q86YX4;Q8TD51	MT1E		
P04733;Q9UI97	MT1F		
P13640;P80296	MT1G		
P80294;B2RUY6	MT1H		
Q93083	MT1L		
Q8N339;Q8TDN3	MT1M		
Q9UDX5;A6NFQ5;Q9H3K1;Q9P0N6	MTFP1		
Q15390;E7EP84;Q6IB94;Q7Z669;Q86XH5;Q8IVD7	MTFR1		
Q6P444;A8K8D8;E1P585;Q5JWR7;Q6ZUE8;Q7L3U6;Q9BZ39	MTFR2		
O75081;D3DX78;O60615;O60616;O60617;O75082;O75107;O75108;Q0P5Z6;Q6P5W6	CBFA2T3		
Q96S19;A8MTR1;A8MWJ8;A8MZA1;B4DG95;B4DIJ3;D6REA6;F6TF62;F6VM53;Q96IW1;Q96MD6	METTL26		
Q13613;A0A024RC07;Q9UBX6;Q9UEM0;Q9UQD5	MTMR1		
Q13614;A6NN98;Q9UPS9	MTMR2		
P48039;A0AVC5;B0M0L2	MTNR1A		
P49286	MTNR1B		
Q13585;Q0VGG3;Q3ZAR0	GPR50		
Q14764;Q96BG4;Q9BPW6;Q9BQT1;Q9UBD1	MVP		
Q96JP2;A0A0J9YVZ6	MYO15B		
Q92614;Q5H9U3;Q5QD01;Q5W9F9;Q5W9G1;Q8IXP8	MYO18A		
Q8IUG5;A0A075B6F5;B2RWP3;F5GXR6;F5GYU7;Q8NDI8;Q8TE65;Q8WWS0;Q96KH2;Q96KR8;Q96KR9	MYO18B		
P01106;A8WFE7;P01107;Q14026	MYC		
Q8WY64;Q5TIA4;Q9BU73;Q9NRL9;Q9UHE7	MYLIP		
Q9H1R3;Q569L1;Q96I84	MYLK2		
Q32MK0;B5BUL9;B7Z5U8;Q32MK1;Q96DV1	MYLK3		
Q86YV6;A2RUC0;Q5TAW2	MYLK4		
Q13402;B9A011;F8VUN5;P78427;Q13321;Q14785;Q92821;Q92822	MYO7A		
Q6PIF6;Q14786;Q8TEE1	MYO7B		
B2RTY4;B0I1T5;C9IYB3;C9JA86;Q14787;Q3YLD7;Q3YLD8;Q6P986;Q9H8T5;Q9NTG2;Q9NUY2;Q9UEP3;Q9UNJ2	MYO9A		
Q13459;O75314;Q9NUJ2;Q9UHN0	MYO9B		
Q9BSU3;Q66K19;Q6P479	NAA11		
Q9BXJ9;D3DNY6;Q52LG9;Q8IWH4;Q8NEV2;Q9H8P6	NAA15		
Q6N069;B0QZ59;Q5VSP9;Q6P2D5;Q8N5J3;Q8N870	NAA16		
P61599;A6NHA3;B2R4G4;Q5TFT7;Q9D7H8;Q9H0Y4;Q9NQH6;Q9Y6D2	NAA20		
P17050	NAGA		
Q9NX02;B4DZL7;I3L0G4;Q53FL5;Q59G09;Q8IXT0;Q9BVN5;Q9H6G6;Q9HAV9;Q9NWK3	NLRP2		
Q96MN2;Q86W87;Q96AY6	NLRP4		
P59047;A8MTY4;Q86W29	NLRP5		
Q8WX94;E9PE16;Q32MH8;Q7RTR1	NLRP7		
Q86W28;Q7RTR4	NLRP8		
P60321;Q17R30;Q4G0P8	NANOS2		
P60323;Q495E5	NANOS3		
Q9H9S0;D3DUU4;Q2TTG0;Q6JZS5	NANOG		
Q6NSW7;J7H3Y9;J7H3Z5;J7H408;J7H412;J7H416;J7H738;J7H745;J7H749;J7H9S6;J7H9T4;J7HAW9;J7HAX1;J7HAX8	NANOGP8		
Q8TBE9;B3KP12;Q5JYN8;Q8TE97;Q9Y3N0	NANP		
P52298;B2RE91;B4DMK7;E9PAR5;Q14924;Q2TS50	NCBP2		
Q53F19;B3KWG7;Q7L406;Q96FK1;Q9NXZ4	NCBP3		
P52848;B7Z1Q0;E7EVJ3;Q96E57	NDST1		
P52849;Q2TB32;Q59H89	NDST2		
Q7L592;Q7Z399;Q9P1G3	NDUFAF7		
A1L188	NDUFAF8		
P28331;B4DIN9;B4DJA0;B4DPG1;B4DUC1;E7ENF3;Q53TR8;Q8N1C4;Q8TCC9	NDUFS1		
P16519;B1ANH9;B4DFQ3;Q14927;Q5JYQ1;Q8IWA8;Q9NQG3;Q9NUG1;Q9UJC6	PCSK2		
Q8N987;Q6NUS7;Q96AZ7;Q9HBW8	NECAB1		
Q96PY6;G5E9Z3;Q05DG5;Q14CB7;Q5H9T1;Q6PIB8;Q96SS2;Q9H6P7;Q9Y594	NEK1		
P51955;Q53FD6;Q5I1Z9;Q5VXZ1;Q6NZX8;Q7Z634;Q86XH2;Q96QN9	NEK2		
P51956;A8K2J4;Q5TAP2;Q8J023;Q8WUN5	NEK3		
P51957;A5YM70;B2R633;B7Z200;Q6P576	NEK4		
O00634	NTN3		
Q9HB63;B2RNC2;Q658K9;Q7L3F1;Q7L9D6;Q7Z5B6;Q9BZP1;Q9NT44;Q9P133	NTN4		
Q8WTR8;Q8N4X9;Q8WU63	NTN5		
Q8NET5;B0QYD0;Q20WL2;Q5JZ96;Q8IUY8;Q8TEM8	NFAM1		
O94856;B2RNN8;B3KQZ1;B5MDP6;B5MDR6;B7ZMD8;Q149P5;Q5T2F0;Q5T2F1;Q5T2F2;Q5T2F3;Q5T2F4;Q5T2F5;Q5T2F6;Q5T2F7;Q5T2F9;Q5T2G0;Q5W9F8;Q68DH3;Q6ZQV6;Q7Z3K1;Q96HT1;Q96K50	NFASC		
O94916;A2RRB4;A6H8V5;E9PHR7;O95693;Q7LA65;Q969Q8;Q96QH3;Q9UN18	NFAT5		
Q6P4R8;Q12869;Q15312;Q9H048	NFRKB		
Q9NPG2	NGB		
Q8NEJ9;A8K760;Q9Y400	NGDN		
O15522;Q8IUT7	NKX2-8		
Q99801;O15465;Q9H2P4;Q9H2P5;Q9H2P6;Q9H2P7;Q9HBG0	NKX3-1		
P78367;Q2M2I7	NKX3-2		
P78426	NKX6-1		
Q9C056;Q5JSF3	NKX6-2		
A6NJ46;Q96LR0	NKX6-3		
Q8NA29;A8K675;Q6UWU5;Q96F59;Q9BRC8	MFSD2A		
Q9C002	NMES1		
Q13287;B5BU69;Q53TI8;Q8WTW2;Q9BVE5	NMI		
Q9HAN9;B1AN63;Q8TAE9;Q9H247;Q9H6B6	NMNAT1		
Q9BZQ4;O75067;Q5T1Q3;Q8WU99;Q96QW1	NMNAT2		
Q8NC60;Q8N7L6;Q9BSQ9	NOA1		
Q9ULX3;Q7L6B7;Q7M4M4;Q7Z4B5;Q9NWB0	NOB1		
O95897;Q6IMJ3;Q96FC2	OLFM2		
Q96PB7;Q5T3V6;Q6IMI7;Q6IMI8;Q6IMI9;Q6IMJ1;Q8TBG1;Q96PB2;Q96PB3;Q96PB4;Q96PB5;Q96PB6	OLFM3		
P78316;D3DVR6;Q7LGI5;Q7Z6K0;Q8TBR6	NOP14		
P46531;Q59ED8;Q5SXM3	NOTCH1		
Q04721;Q5T3X7;Q99734;Q9H240	NOTCH2		
Q9UM47;Q9UEB3;Q9UPL3;Q9Y6L8	NOTCH3		
Q99466;B0V183;B0V1X5;O00306;Q5SSY7;Q99458;Q99940;Q9H3S8;Q9UII9;Q9UIJ0	NOTCH4		
Q9UFN0;A6NM55;Q5VX32;Q9BRV7;Q9H843;Q9P083	NIPSNAP3A		
Q9BS92;Q5VX30;Q9NUM2	NIPSNAP3B		
P22736;B4DML7;Q15627;Q53Y00;Q6IBU8	NR4A1		
P43354;Q16311;Q53RZ2;Q6NXU0	NR4A2		
Q92570;A2A3I7;Q12935;Q14979;Q16420;Q4VXA8;Q4VXA9;Q9UEK2;Q9UEK3	NR4A3		
O00482;B4E2P3;O95642;Q147U3	NR5A2		
Q8IZ57;B2RAV4;Q8N8R6;Q96P21	NRSN1		
Q9GZP1;A8K3B2;Q6FII5;Q9NUD3	NRSN2		
P46459;A8K2D9;B4DFA2;Q8N6D7;Q9UKZ2	NSF		
P42857;B4DXC5;Q49AQ1	NSG1		
P61970;B2R4G7;P13662;Q6IB67	NUTF2		
P30989;Q9H4H1;Q9H4T5	NTSR1		
O95665;Q53QQ5;Q57Z87;Q8IY58;Q8TBH6	NTSR2		
P03891;Q34769;Q9TGI0;Q9TGI1;Q9TGI2;Q9TGI3;Q9TGI4	MT-ND2		
P53384;Q32M30;Q498A9;Q53FS7	NUBP1		
P37198;B3KWU5;Q503A4;Q6GTM2;Q96C43;Q9NSL1	NUP62		
Q9BW27;B4DMQ3;B4DPW1;Q8NDI4;Q9H9U1	NUP85		
O15381;B4DMC4;B4DP98;Q96EM7	NVL		
Q149M9;C9J021;Q68CT3	NWD1		
Q9ULI1;A8MRU1	NWD2		
Q9UGF5;A2BEC2;B0V078;Q5ST27	OR14J1		
Q8NGZ2;A8MPV5;Q6IF85;Q96R53	OR14K1		
Q8NHC6;Q5JQT0	OR14L1P		
Q9UMX2;E7EUE7;Q6GMR0	OAZ3		
Q5W0B1;B2RN99;Q8TBY2;Q9H0T2;Q9H8M0	OBI1		
P12694;B4DP47;E7EW46;Q16034;Q16472	BCKDHA		
P36957;B7Z5W8;E7ESY5;Q7LDY7;Q9BQ32	DLST		
O00330;B4DW62;D3DR11;E9PB14;E9PBP7;O60221;Q96FV8;Q99783	PDHX		
O14841;A5PKY8;Q75W65;Q9Y4Q0	OPLAH		
Q9H1Y3;Q8IX08;Q9Y344	OPN3		
Q9UHM6;B7ZLB3;Q14D01;Q2PP22;Q8NGQ9	OPN4		
Q9UBM4;Q5T2G4	OPTC		
Q8NGN8;Q6IF83;Q96R66	OR4A4P		
Q8NH83;Q6IF84	OR4A5		
P0C604	OR4A8		
Q8NGF8;Q6IF75;Q96R64	OR4B1		
Q8NH37;B2RNF2;Q6IFB3	OR4C3		
Q8NGB2;Q6IFB2	OR4C5		
Q8NH72;B2RP11;Q6IFD2	OR4C6		
Q6IEV9;B9EIL4;Q8NGL8	OR4C11		
Q96R67;B2RNF0;Q6IF49	OR4C12		
Q8NGP0;A6NJJ3;B9EH30;Q6IF48;Q96R68	OR4C13		
Q8NGM1;Q6IFE2	OR4C15		
Q8NGL9;Q6IEV8	OR4C16		
Q15615;B2RN14;Q8NGB1;Q96R76	OR4D1		
P58180;Q6IFN8;Q96R75	OR4D2		
Q8NGN0;B9EGZ4;Q6IFE6	OR4D5		
Q13415;D3DQ34;Q13471;Q5T0F5	ORC1		
Q13416;Q13204;Q53TX5	ORC2		
A0A0X1KG70	OR4M2B		
Q9P0S3;B2R8W3;D3DPH9	ORMDL1		
Q53FV1;B2RA58;Q7Z4E5;Q8NFX0;Q9P004	ORMDL2		
Q99650;Q6P4E8;Q96QJ6	OSMR		
A0A2R8YFL7	OOSP4A		
A0A2R8Y4Y8	OOSP4B		
P39656;B2RDQ4;B4DJE3;B4DLI2;O43244;Q5VWA5;Q8NI93;Q9BUI2	DDOST		
Q5VVQ6;B2RNX3;Q5VVQ5;Q6ZRS6;Q86T63;Q9P1L8	YOD1		
Q99489;A8KAG4;Q5JXM4;Q5JXM5;Q5JXM6;Q8N552	DDO		
Q8TDS5;Q86WP7;Q8NGW4	OXER1		
Q96P68;Q5T5A7;Q86TL1	OXGR1		
Q15072;Q2TB94	ZNF146		
O00398;D3DTE5;Q4VBN7;Q86V16	P2RY10		
Q96G91;B2R8X9;O43190;Q9BYU4;Q9H170	P2RY11		
Q9H244;D3DNJ5;Q546J7	P2RY12		
Q9BPV8;B2R827;Q05C50;Q6DKN4;Q8IUT5;Q8TDU7;Q9BY61	P2RY13		
O15350;B7Z7J4;B7Z8Z1;B7Z9C1;C9J521;O15351;Q17RN8;Q5TBV5;Q5TBV6;Q8NHW9;Q8TDY5;Q8TDY6;Q9NTK8	TP73		
P18509;B2R7N4;Q52LQ0	ADCYAP1		
P01298	PPY		
O96013;B4DGG6;Q8N4E1;Q8NCH5;Q8NDE3;Q9BU33;Q9ULS8	PAK4		
Q9P286;A8K5T6;D3DW14;Q5W115;Q8TB93;Q9BX09;Q9ULF6	PAK5		
Q9NQU5;A8K2G2;B3KYB0;G5E9R2	PAK6		
Q504Q3;O75189;Q76E12;Q8IVE1	PAN2		
Q8N5Y8;A0A024R5Y7;Q6PK64;Q9NX03	PARP16		
P25116;Q53XV0;Q96RF7;Q9BUN4	F2R		
P55085;Q13317;Q13346;Q53XJ8	F2RL1		
Q8N3A8;Q3KRB7;Q6DHZ1;Q9H754	PARP8		
Q8IXQ6;A8KA94;B2R8S9;E9PFM7;Q8TCP3;Q9BZL8;Q9BZL9	PARP9		
Q7Z3E1;D3DNK6;Q68CY9;Q86VP4;Q9Y4P7	TIPARP		
Q9NVD7;Q96C85;Q9HA48	PARVA		
Q9HBI1;B0QYM8;B0QYN1;B2R9X6;Q5TGJ5;Q86X93;Q96PN1;Q9NSP7;Q9UGT3;Q9Y368;Q9Y3L6;Q9Y3L7	PARVB		
Q9HBI0;B4DDW5;E7EVM6;Q9BQX5;Q9NSG1	PARVG		
P26367;Q6N006;Q99413	PAX6		
P23759;E9PFV9;Q0VA99;Q2PJS5	PAX7		
Q06710;Q09155;Q16337;Q16338;Q16339;Q4ZG35;Q96J49	PAX8		
P55771;Q99582;Q9UQR4	PAX9		
Q96AQ6;Q5T174;Q5T176;Q9H8X6;Q9HA02;Q9HD85	PBXIP1		
P40425;A2BFJ2	PBX2		
P40426;E9PB27;Q5JSA0;Q5JSA1;Q5VXL3;Q96PF9;Q96PG0	PBX3		
Q9BYU1;A5D8Y0;B3KUK9	PBX4		
Q9BZA7;A6NIQ4;Q2TJH0;Q2TJH1;Q2TJH3;Q5JVZ0;Q70LR8;Q70LS7;Q70LS8;Q70LS9;Q70LT7;Q70LT8;Q70LT9;Q70LU0;Q70LU1;Q96RV4;Q96RW0;Q9BZA6;Q9H4E0;Q9P2M0;Q9P2X5	PCDH11X		
Q9BZA8;Q70LR6;Q70LR8;Q70LS0;Q70LS1;Q70LS2;Q70LS3;Q70LS4;Q70LS5;Q8WY34;Q9BZA9;Q9H4E1	PCDH11Y		
Q9UN75;O75278;Q2M1N8	PCDHA12		
Q9Y5I0;O75277	PCDHA13		
Q9Y5F3;Q2M257	PCDHB1		
Q9Y5E7;Q4KMU1	PCDHB2		
Q9Y5E6;B2R8P2	PCDHB3		
Q9Y5E5;Q4V761	PCDHB4		
Q9Y5E4;Q549F4;Q9UFU9	PCDHB5		
Q9Y5E3;B2R8R9	PCDHB6		
Q9Y5E2;A1L3Y8	PCDHB7		
Q9UN66;B9EGV1	PCDHB8		
Q96NT5;Q1HE20;Q86T92;Q8TEG3;Q96FL0	SLC46A1		
Q9BSM1;Q7Z506	PCGF1		
P35227;A6NGD8	PCGF2		
Q8NBP7;A8T640;C0JYY9;Q5PSM5;Q5SZQ2	PCSK9		
O00408;B2R646;B3KRV5;E9PGI1;F6W5Z0;Q5J791;Q5J792;Q5J793;Q6ZMR1	PDE2A		
Q14432;O60865;Q13348;Q17RD1	PDE3A		
Q13370;B7ZM37;O00639;Q14408;Q6SEI4	PDE3B		
P07237;B2RDQ2;P30037;P32079;Q15205;Q6LDE5	P4HB		
Q9P0J1;B3KX71;J3KPU0;Q5U5K1	PDP1		
Q9P2J9;A8K924	PDP2		
Q13951;A8K347;Q13124;Q9HCT2	CBFB		
Q96FA3;Q96SM0;Q9GZY5;Q9HCX0	PELI1		
Q9HAT8;B2RDY5	PELI2		
A0A1W2PR82;Q96RY9	PERCC1		
P07202;P09934;P09935;Q8IUL0;Q8NF94;Q8NF95;Q8NF96;Q8NF97;Q8TCI9	TPO		
Q9Y5Y5;Q9BWB9	PEX16		
P43088;A8K9Y0;Q2KHP3;Q6RYQ6;Q9P1X4	PTGFR		
P10720;A1L4S0	PF4V1		
Q9BZM1;Q9BZ89	PLA2G12A		
Q9BX93;B7ZL23;Q52LB2;Q96Q99	PLA2G12B		
Q9H7Z7;Q53EW9;Q5SYV6;Q96GI0;Q96GL2	PTGES2		
P16234;B2RE69;E9PBH0;Q6P4H5;Q96KZ7;Q9UD28	PDGFRA		
P09619;B5A957;Q8N5L4	PDGFRB		
Q8NBL1;B2RD13;Q53GJ4;Q8N2T1	POGLUT1		
O00264;B7Z1L3;Q9UGJ9	PGRMC1		
Q9BSU1;Q9HA86	PHAF1		
Q9NWQ8;A8K1A3;Q2M1Z9;Q5BKU4;Q9NYK0	PAG1		
P15735;A8K0C7;B4DEB7;E9PEU3;P11800	PHKG2		
P80108;Q15127;Q15128;Q2M2F2;Q5T3Y0;Q7Z6T8;Q8TCV0;Q8WW82;Q96ID6;Q9H167;Q9H4M1;Q9UJC9	GPLD1		
Q9P1Y6;A6H8W1;B7ZM64;B9EGP0;C9JS82;Q6PJP2;Q8IVY2;Q8N2Y7;Q9BSM2	PHRF1		
Q9H611;B2RPL7;Q1W5B6;Q330H5;Q33E24	PIF1		
Q92535;O14491	PIGC		
Q07326;Q8WW20	PIGF		
Q5H8A4;B4DKC7;Q2TAK5;Q6UX31;Q7L5Y4;Q8N866;Q8NCC9;Q96SY9;Q9BVT7;Q9NXG5	PIGG		
P12273;A0A963;A0A9C3;A0A9F3;A4D2I1	PIP		
Q504Y2;D6W5A0;Q96I09	PKDCC		
Q9NTG1;B1AJY3;O95850	PKDREJ		
Q9H875;B4DGM2;Q8NDM6;Q96CF8	PRKRIP1		
Q6P4A8;A8K4E9;Q9BVV3;Q9H625	PLBD1		
Q8NHP8;F5H5E2	PLBD2		
Q96N28;B0YJ10;B4E0C9;D3DUJ1;Q6AHX2	PRELID3A		
Q9Y3B1;E1P5I8;Q5JX17;Q9NUL0	PRELID3B		
Q8IV08;Q92853;Q9BW87	PLD3		
Q96BZ4;Q6UWD2	PLD4		
O00444;B2RAL0;B7Z837;B7Z8G7;Q8IYF0;Q96Q95;Q9UD84;Q9UDE2	PLK4		
Q496M5;B3KNR4;Q1ZYM0	PLK5		
O14494;B7ZKN8;G3XA95;O60457;O60463;Q17RZ4	PLPP1		
P13797;A8K579;B1AQ09;B4DGB4;B7Z6M1;Q86YI6	PLS3		
A0A1W2PS18	PMIS2		
P14859;B1AL91;B1AL93;B4E029;J3KP77;Q5TBT7;Q6PK46;Q8NEU9;Q9BPV1	POU2F1		
P09086;Q16648;Q7M4M8;Q9BRS4	POU2F2		
Q9UKI9;A8K7H8;B4DY07;F5GWW6;Q3MIY3;Q9UKR7;Q9Y504	POU2F3		
Q03052;Q5TAG2	POU3F1		
Q9Y253;Q7L8E3;Q96BC4;Q9BX13	POLH		
P27169;B2RA40;Q16052;Q6B0J6;Q9UCB1	PON1		
Q15165;A4D1H7;B2RCP9;B4DJD5;O15114;O15115;O75856;Q5FBX7;Q86YL0	PON2		
Q15166;A4D1H8;O75855;O76060;Q6IRU9;Q8IX97;Q9BZH9	PON3		
Q9HBU9;Q86UE7	POPDC2		
Q9HBV1;B2RA98;Q5T3Y8;Q8TBW6	POPDC3		
Q9H237;B2RBN8;B7ZAR3;Q14829;Q9H234;Q9H235;Q9H236;Q9UJU7	PORCN		
Q96C90;Q504S7;Q7KZD7	PPP1R14B		
Q8TAE6;Q5VY83;Q96BB1;Q9H277	PPP1R14C		
Q9NXH3;Q4V773	PPP1R14D		
P60510;P33172	PPP4C		
P48147;Q8N6D4	PREP		
Q9HAB8;Q3KQT2;Q5VVM0	PPCS		
Q9UKL6;Q9BSC9;Q9UIT3;Q9UKW7	PCTP		
Q8NEY8;E9PAX8;Q86YT2;Q8IXN3;Q8TB09;Q96NB9;Q9NXL4;Q9P0P6;Q9P0R9	PPHLN1		
Q9Y3C6;O15001;Q5TDC9	PPIL1		
Q8WY54;A7E2X1;Q68DW1;Q7LAF3;Q9UPT0	PPM1E		
P49593;A8K6G3;B7Z2C3;Q96PM2	PPM1F		
O15355	PPM1G		
Q9ULR3;B1Q2A9;B2RXG4;Q6PI86	PPM1H		
Q5JR12;B3KSB7;Q6DKJ7;Q96EZ7;Q9UF84	PPM1J		
Q6ZSY5;A2VDJ8;B3KPW2;E9PCM3	PPP1R3F		
Q7Z4L9;G3V118	PPP1R42		
Q8NI37;B3KWC5;Q68DZ7;Q6UY82	PPTC7		
Q96BP3;B4DWR9;Q15002;Q7KZ89	PPWD1		
A3QJZ7	PRAMEF27		
A0A0G2JMD5	PRAMEF33		
Q96KF2	PRAC1		
D3DTV9	PRAC2		
Q9UI14;Q7Z4Y2;Q9Y3R1	RABAC1		
O60831;B2RD20	PRAF2		
P49642	PRIM1		
Q96LW4;A0A0A0MTC0;D3DP55;D6RDM1;Q5HYJ9	PRIMPOL		
Q8NHR9;Q53TL9	PFN4		
O75360	PROP1		
P27918;O15134;O15135;O15136;O75826	CFP		
Q8WWY3;E7ESA8;F1T0A4;F1T0A5;Q17RB4;Q8N7F9;Q9H271;Q9Y439	PRPF31		
Q86UA1;Q08AL1;Q08AL2;Q9NUU5	PRPF39		
P81277	PRLH		
Q99946;A6ND08;A6ND40;B0S869;Q5SSW4;Q5SSX7;Q5STI1;Q96DW3;Q96NQ8	PRRT1		
Q7Z6L0;A8K8M8;Q8N2N8;Q8NAQ7;Q8ND36;Q96FA8	PRRT2		
